id,category,prompt
25,Meetings,"Title: Vendor negotiation meeting plan
Role: Procurement/ops lead
Task: Plan a negotiation meeting with a vendor to improve terms without damaging the relationship.
Inputs (paste and fill):
- Vendor + product/service: [ ]
- Current terms (price, SLA, contract length): [ ]
- Your target outcome: [ ]
- Your walk-away point: [ ]
- Leverage points: [ ]
- Decision-makers present: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Include BATNA and concessions plan
Output (Markdown):
- Negotiation prep (BATNA, targets, concessions)
- Agenda + roles
- Question list to uncover flexibility
- Proposed terms sheet (draft)
- Follow-up email template
Finish with a short QA checklist tailored to this output."
26,SOPs,"Title: SOP from messy notes
Role: Operations Manager
Task: Convert messy notes into a clear, step-by-step SOP that a new starter can follow.
Inputs (paste and fill):
- Process name: [ ]
- Audience/role: [ ]
- Raw notes / current steps (paste): [ ]
- Tools/systems used: [ ]
- Edge cases / exceptions (if known): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Use numbered steps
- Include 'Purpose' and 'Scope'
Output (Markdown):
- Purpose
- Scope
- Definitions (if needed)
- Prerequisites
- Procedure (numbered)
- Exceptions & troubleshooting
- Ownership + review cadence
Finish with a short QA checklist tailored to this output."
27,SOPs,"Title: SOP template library for a team
Role: Ops Excellence
Task: Create a reusable SOP template library and naming convention for a small team.
Inputs (paste and fill):
- Team function: [ ]
- Top recurring processes: [ ]
- Where SOPs will live (SharePoint/Notion/etc.): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- SOP template (full)
- Lightweight checklist template
- Naming convention + folder structure
- Review/approval workflow
Finish with a short QA checklist tailored to this output."
28,SOPs,"Title: Customer refund SOP
Role: Customer Operations Lead
Task: Write a refund SOP that balances customer fairness, fraud prevention, and speed.
Inputs (paste and fill):
- Refund policy constraints: [ ]
- Refund triggers: [ ]
- Approval levels: [ ]
- Systems used: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Include fraud checks and escalation
Output (Markdown):
- Policy summary
- Decision tree
- Step-by-step procedure
- Comms templates
- Audit trail requirements
Finish with a short QA checklist tailored to this output."
29,SOPs,"Title: Onboarding SOP for new team member
Role: Team Lead
Task: Create an onboarding SOP for a new hire’s first 2 weeks, including access, training, and expectations.
Inputs (paste and fill):
- Role: [ ]
- Start date: [ ]
- Key tools/accounts: [ ]
- Key people: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Day 1 checklist
- Week 1 plan
- Week 2 plan
- Access checklist
- Training checklist
- Success criteria + check-ins
Finish with a short QA checklist tailored to this output."
30,SOPs,"Title: Offboarding SOP (leaver)
Role: Ops/HR Coordinator
Task: Create an offboarding SOP to ensure security, knowledge transfer, and compliance.
Inputs (paste and fill):
- Role type: [ ]
- Notice period: [ ]
- Systems list: [ ]
- Asset list: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Include access revocation timing
Output (Markdown):
- Offboarding timeline
- Access removal checklist
- Knowledge handover checklist
- Comms plan
- Final payroll/admin checks
Finish with a short QA checklist tailored to this output."
31,SOPs,"Title: Incident response SOP (non-technical)
Role: Incident Manager
Task: Write an incident response SOP for operational incidents (e.g., service disruption) with clear roles.
Inputs (paste and fill):
- Incident types: [ ]
- On-call/roles available: [ ]
- Comms channels: [ ]
- Escalation contacts: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Roles & responsibilities
- Severity levels
- First 15 minutes checklist
- Comms cadence
- Post-incident review steps
Finish with a short QA checklist tailored to this output."
32,SOPs,"Title: SOP for handling customer complaints
Role: Customer Experience Lead
Task: Create an SOP for receiving, triaging, and resolving complaints with consistent tone.
Inputs (paste and fill):
- Channels (email/phone/social): [ ]
- Typical complaint themes: [ ]
- Compensation rules: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Include empathy guidelines
Output (Markdown):
- Triage categories + SLAs
- Step-by-step handling
- Response templates
- Escalation matrix
- Quality checks
Finish with a short QA checklist tailored to this output."
33,SOPs,"Title: Procurement SOP (small purchases)
Role: Ops Manager
Task: Create a procurement SOP for small purchases to prevent chaos while staying fast.
Inputs (paste and fill):
- Spending thresholds: [ ]
- Budget owners: [ ]
- Approved vendors: [ ]
- Tooling (cards, PO system): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Workflow by threshold
- Approvals table
- Documentation required
- Vendor onboarding steps
- Audit checks
Finish with a short QA checklist tailored to this output."
34,SOPs,"Title: Travel & expenses SOP
Role: Finance Ops
Task: Write a travel & expenses SOP that reduces back-and-forth and speeds reimbursements.
Inputs (paste and fill):
- Expense categories: [ ]
- Receipt rules: [ ]
- Submission tool: [ ]
- Approval chain: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Policy summary
- Submission steps
- Do/don’t examples
- Approval SLA
- Common issues + fixes
Finish with a short QA checklist tailored to this output."
35,SOPs,"Title: Data access request SOP
Role: Data Governance Lead
Task: Create an SOP for requesting data access with least-privilege and auditability.
Inputs (paste and fill):
- Systems/data sets: [ ]
- Roles involved (requester/approver): [ ]
- Compliance constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Include approval questions
Output (Markdown):
- Request form fields
- Approval workflow
- Provisioning steps
- Logging/audit
- Periodic access review procedure
Finish with a short QA checklist tailored to this output."
36,SOPs,"Title: Quality assurance SOP for deliverables
Role: Ops Excellence
Task: Create an SOP for QA of recurring deliverables (reports, emails, packs) to reduce errors.
Inputs (paste and fill):
- Deliverable types: [ ]
- Common errors: [ ]
- Quality bar: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- QA checklist template
- Sampling plan
- Escalation rules
- Definition of 'ready to send'
- Training notes
Finish with a short QA checklist tailored to this output."
37,SOPs,"Title: SOP for scheduling and calendar hygiene
Role: Team Lead
Task: Create an SOP for scheduling meetings and maintaining calendar hygiene across a team.
Inputs (paste and fill):
- Team size/time zones: [ ]
- Core hours: [ ]
- Meeting types: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Rules (core hours, buffers)
- Booking workflow
- Recurring meeting review cadence
- No-meeting blocks policy
- Exceptions
Finish with a short QA checklist tailored to this output."
38,SOPs,"Title: SOP for document version control
Role: Ops Manager
Task: Write an SOP for file naming and version control in a shared drive to stop confusion.
Inputs (paste and fill):
- Where documents live: [ ]
- Doc types: [ ]
- Who edits: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Naming rules
- Versioning rules
- Approval/publish workflow
- Archiving rules
- Examples
Finish with a short QA checklist tailored to this output."
39,SOPs,"Title: SOP for vendor management (lightweight)
Role: Ops Manager
Task: Create a vendor management SOP including review cadence, SLA checks, and renewal decisions.
Inputs (paste and fill):
- Vendors list: [ ]
- Contract terms: [ ]
- KPIs/SLAs: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Vendor register fields
- Monthly/quarterly review steps
- Renewal decision checklist
- Issue escalation process
- Comms templates
Finish with a short QA checklist tailored to this output."
40,SOPs,"Title: SOP for meeting minutes and action tracking
Role: Ops Lead
Task: Write an SOP to standardise minutes, decisions, and action tracking across a team.
Inputs (paste and fill):
- Where minutes are stored: [ ]
- Action tracker tool: [ ]
- Cadence: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Minutes template
- Decision log template
- Action tracker rules
- Owner responsibilities
- Review cadence
Finish with a short QA checklist tailored to this output."
41,SOPs,"Title: SOP for handling inbound requests (triage)
Role: Ops Team Lead
Task: Create an SOP for triaging inbound requests to the team to protect focus and meet SLAs.
Inputs (paste and fill):
- Channels: [ ]
- Request types: [ ]
- Service levels: [ ]
- Team capacity constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Triage categories
- Intake form
- Prioritisation rules
- Escalation rules
- Comms templates
Finish with a short QA checklist tailored to this output."
42,SOPs,"Title: SOP for publishing updates to customers
Role: Customer Comms Lead
Task: Create an SOP for publishing customer-facing updates (release notes, status updates) with approvals.
Inputs (paste and fill):
- Update types: [ ]
- Approval roles: [ ]
- Channels: [ ]
- Tone guidance: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Include legal/compliance sign-off if needed
Output (Markdown):
- Workflow
- Templates
- Approval checklist
- Timing rules
- Post-publish monitoring
Finish with a short QA checklist tailored to this output."
43,SOPs,"Title: SOP for internal comms announcements
Role: Internal Comms
Task: Write an SOP for internal announcements so messages are consistent and findable.
Inputs (paste and fill):
- Announcement types: [ ]
- Channels (Slack/email): [ ]
- Approval roles: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Decision tree (which channel when)
- Template
- Approval workflow
- Posting schedule
- Archive rules
Finish with a short QA checklist tailored to this output."
44,SOPs,"Title: SOP for equipment issuance & returns
Role: Office/IT Ops
Task: Create an SOP for issuing equipment to staff and recovering it on return.
Inputs (paste and fill):
- Equipment types: [ ]
- Tracking tool: [ ]
- Locations: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Issue workflow
- Return workflow
- Asset register fields
- Security wipes steps
- Exception handling
Finish with a short QA checklist tailored to this output."
45,SOPs,"Title: SOP for supplier invoice processing
Role: Finance Ops
Task: Write an SOP for processing supplier invoices quickly with controls against duplicates/fraud.
Inputs (paste and fill):
- Invoice channels: [ ]
- Approval chain: [ ]
- Payment terms: [ ]
- Accounting system: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Include 3-way match if relevant
Output (Markdown):
- Workflow
- Checks list
- Approval table
- Exception handling
- KPIs to track
Finish with a short QA checklist tailored to this output."
46,SOPs,"Title: SOP for customer onboarding
Role: Customer Success
Task: Create an SOP for onboarding a new customer from contract signed to first value.
Inputs (paste and fill):
- Customer type: [ ]
- Implementation steps: [ ]
- Key milestones: [ ]
- Roles involved: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Timeline
- Kickoff checklist
- Milestones + acceptance criteria
- Risks & mitigations
- Handover to BAU
Finish with a short QA checklist tailored to this output."
47,SOPs,"Title: SOP for backlog grooming
Role: Ops / Product Ops
Task: Write an SOP for backlog grooming so priorities stay aligned and work stays actionable.
Inputs (paste and fill):
- Backlog tool: [ ]
- Cadence: [ ]
- Participants: [ ]
- Definition of ready: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Grooming agenda
- Rules (size, priority, acceptance criteria)
- Definition of ready checklist
- Outcomes and follow-up
Finish with a short QA checklist tailored to this output."
48,SOPs,"Title: SOP for password/secret handling (non-technical)
Role: Security-aware Ops
Task: Create an SOP for handling passwords and secrets safely in a small team.
Inputs (paste and fill):
- Tools allowed (password manager): [ ]
- Sensitive systems: [ ]
- Access roles: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Do not recommend insecure practices
Output (Markdown):
- Approved tools
- Rules (sharing, storage)
- Access request workflow
- Incident steps if compromised
Finish with a short QA checklist tailored to this output."
49,SOPs,"Title: SOP for recurring monthly close tasks
Role: Ops + Finance
Task: Create an SOP for monthly close tasks with a calendar, owners, and dependencies.
Inputs (paste and fill):
- Tasks list (paste): [ ]
- Owners: [ ]
- Deadlines: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Calendar schedule
- Task checklist by day
- Dependencies map
- Escalation rules
- Post-close review
Finish with a short QA checklist tailored to this output."
50,SOPs,"Title: SOP audit and improvement plan
Role: Ops Excellence
Task: Audit an existing SOP for clarity, completeness, and safety, then propose revisions.
Inputs (paste and fill):
- Existing SOP (paste): [ ]
- Known issues: [ ]
- Audience: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Highlight ambiguous steps
Output (Markdown):
- Audit findings
- Rewritten SOP (improved)
- Change log
- Training notes
Finish with a short QA checklist tailored to this output."
51,Process,"Title: Process map from description
Role: Process Analyst
Task: Create a clear process map (text-based) from a written description, including roles and handoffs.
Inputs (paste and fill):
- Process description (paste): [ ]
- Start event: [ ]
- End event: [ ]
- Roles involved: [ ]
- Tools/systems: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Represent as numbered steps plus a swimlane-style table
Output (Markdown):
- Process steps
- Swimlane table (step, role, input, tool, output)
- Pain points & risks
- Quick improvement ideas
Finish with a short QA checklist tailored to this output."
52,Process,"Title: Root cause analysis (5 Whys + fishbone)
Role: Ops Excellence
Task: Run a root cause analysis on a recurring problem and propose fixes that address the root, not symptoms.
Inputs (paste and fill):
- Problem statement: [ ]
- Frequency/impact: [ ]
- Evidence/examples: [ ]
- What has been tried: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- 5 Whys chain
- Fishbone categories + hypotheses
- Most likely root causes
- Fix options (quick/medium/long)
- How to validate
Finish with a short QA checklist tailored to this output."
53,Process,"Title: Cycle time reduction plan
Role: Lean Ops
Task: Create a plan to reduce cycle time for a process, including measurement and experiments.
Inputs (paste and fill):
- Process name: [ ]
- Current cycle time + data: [ ]
- Constraints: [ ]
- Where delays happen (if known): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Include baseline metrics
Output (Markdown):
- Baseline + bottlenecks
- Hypotheses
- Experiment backlog
- Measurement plan
- Expected impact table
Finish with a short QA checklist tailored to this output."
54,Process,"Title: Handoff definition for two teams
Role: Programme Manager
Task: Define a clean handoff between two teams to reduce rework and confusion.
Inputs (paste and fill):
- Team A responsibilities: [ ]
- Team B responsibilities: [ ]
- Current issues: [ ]
- Artifacts exchanged: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Handoff contract (inputs/outputs)
- Definition of done on both sides
- Escalation path
- Examples (good vs bad handoff)
Finish with a short QA checklist tailored to this output."
